game_id,game_seconds,game_period,x_coord,y_coord,shot_distance,shot_angle,shot_type,empty_net,last_event_type,last_event_x,last_event_y,time_since_last_event,distance_from_last_event,friendly_skaters,opposing_skaters,attacking_team_id,attacking_team_name,home_team,is_goal,rebound,shot_angle_change,speed
2017021065,2121,2,-35.0,23.0,58.69412236331676,23.070412249824653,slap,0,faceoff,-69.0,22.0,34,34.0147027033899,5,5,52,Jets,Capitals,0,False,0.0,1.0004324324526441
2017021065,2177,2,74.0,-8.0,17.0,28.072486935852957,,1,faceoff,20.0,-22.0,47,55.78530272392541,5,5,15,Capitals,Capitals,0,False,0.0,1.1869213345516045
2017021065,2174,2,61.0,-1.0,28.0178514522438,2.0454084888872277,tip-in,0,stoppage,,,-4,,5,5,15,Capitals,Capitals,0,False,0.0,0.0
2017021065,2247,2,37.0,3.0,52.08646657242167,-3.3018656744350032,wrist,0,faceoff,69.0,-22.0,69,40.607881008493905,5,5,15,Capitals,Capitals,0,False,0.0,0.5885200146158537
2017021065,2269,2,-73.0,3.0,16.278820596099706,10.619655276155134,,1,takeaway,77.0,-15.0,14,151.07613974417006,5,5,52,Jets,Capitals,0,False,0.0,10.79115283886929
2017021065,2303,2,-71.0,2.0,18.110770276274835,6.340191745909909,,1,faceoff,-69.0,22.0,6,20.09975124224178,5,5,52,Jets,Capitals,0,False,0.0,3.34995854037363
2017021065,2312,2,-65.0,4.0,24.331050121192877,9.462322208025617,wrist,0,blocked-shot,-71.0,2.0,9,6.324555320336759,5,5,52,Jets,Capitals,0,False,0.0,0.7027283689263065
2017021065,2335,2,-33.0,14.0,57.723478758647246,14.036243467926479,slap,0,hit,-71.0,-37.0,18,63.60031446463138,5,5,52,Jets,Capitals,0,False,0.0,3.5333508035906322
2017021065,2395,2,64.0,-25.0,35.35533905932738,45.0,wrist,0,hit,-30.0,-39.0,8,95.03683496413377,5,5,15,Capitals,Capitals,0,False,0.0,11.879604370516722
2017021065,2397,2,74.0,6.0,16.15549442140351,-21.80140948635181,,1,shot-on-goal,64.0,-25.0,2,32.57299494980466,5,5,15,Capitals,Capitals,0,True,-66.80140948635182,16.28649747490233
2017021065,2428,3,81.0,-36.0,36.87817782917155,77.47119229084849,wrist,0,faceoff,0.0,0.0,28,88.63972021616495,5,5,52,Jets,Capitals,0,False,0.0,3.1657042934344624
